LSOA11CD,LSOA21CD,LSOA11NM,residential_pct_2018,is_residential_dominant,residential_advantage
E01000001,E01000001,City of London 001A,0.999999986160993,True,0.999999986160993
E01000002,E01000002,City of London 001B,1.000000025607349,True,1.000000025607349
E01000003,E01000003,City of London 001C,0.999999994866841,True,0.999999994866841
E01000005,E01000005,City of London 001E,0.9999999603128918,True,0.9999999603128918
E01000006,E01000006,Barking and Dagenham 016A,1.000000029211101,True,1.000000029211101
E01000007,E01000007,Barking and Dagenham 015A,0.7746652389045906,True,0.5493304593222521
E01000008,E01000008,Barking and Dagenham 015B,0.3812937920725991,False,-0.017467485189608112
E01000009,E01000009,Barking and Dagenham 016B,0.8900277404206253,True,0.7800554584215625
E01000010,E01034474,Barking and Dagenham 015C,0.4691775929299326,False,-0.06164480180926207
E01000011,E01000011,Barking and Dagenham 016C,1.0000000147985724,True,1.0000000147985724
E01000012,E01000012,Barking and Dagenham 015D,0.9829837123039348,True,0.9659674546339566
E01000013,E01000013,Barking and Dagenham 013A,0.9999999694696444,True,0.9999999694696444
E01000014,E01000014,Barking and Dagenham 013B,0.5502564487834181,True,0.10051286540425564
E01000015,E01000015,Barking and Dagenham 009A,0.9999999699297092,True,0.9999999699297092
E01000016,E01000016,Barking and Dagenham 009B,0.9999999735574726,True,0.9999999735574726
E01000017,E01000017,Barking and Dagenham 009C,1.0000000148790458,True,1.0000000148790458
E01000018,E01000018,Barking and Dagenham 009D,1.0000000314375634,True,1.0000000314375634
E01000019,E01000019,Barking and Dagenham 023A,0.9519511244845478,True,0.9039022905984466
E01000020,E01000020,Barking and Dagenham 023B,0.999999961003364,True,0.999999961003364
E01000021,E01000021,Barking and Dagenham 008A,0.8664928284887013,True,0.7329856226181636
E01000022,E01000022,Barking and Dagenham 008B,0.9999999737808136,True,0.9999999737808136
E01000023,E01034471,Barking and Dagenham 008C,0.835228262837937,True,0.6704565615102334
E01000024,E01000024,Barking and Dagenham 008D,1.000000018035029,True,1.000000018035029
E01000025,E01000025,Barking and Dagenham 008E,0.9999999581104252,True,0.9999999581104252
E01000027,E01000027,Barking and Dagenham 001A,0.3361202228840483,False,-0.02587097064112409
E01000028,E01000028,Barking and Dagenham 001B,0.9881312361477808,True,0.9762624216182286
E01000029,E01000029,Barking and Dagenham 001C,0.9999999952248706,True,0.9999999952248706
E01000030,E01000030,Barking and Dagenham 001D,0.9999999604960932,True,0.9999999604960932
E01000031,E01000031,Barking and Dagenham 002A,0.5376590991405727,True,0.2622026710161022
E01000032,E01000032,Barking and Dagenham 002B,1.0000000337422696,True,1.0000000337422696
E01000033,E01000033,Barking and Dagenham 006A,0.999999954669606,True,0.999999954669606
E01000034,E01000034,Barking and Dagenham 003A,0.4903071519281806,False,-0.019385698544354735
E01000035,E01000035,Barking and Dagenham 010A,0.8520511549112979,True,0.7684471693501607
E01000036,E01000036,Barking and Dagenham 010B,0.3936706943795229,False,-0.19166734687322712
E01000037,E01000037,Barking and Dagenham 003B,0.9995096678466197,True,0.9990193256285035
E01000038,E01000038,Barking and Dagenham 003C,0.996117040098883,True,0.9922340610191347
E01000039,E01000039,Barking and Dagenham 003D,0.127698996996859,False,-0.698349688869824
E01000040,E01000040,Barking and Dagenham 019A,1.000000022297389,True,1.000000022297389
E01000041,E01000041,Barking and Dagenham 017A,1.0000000071918749,True,1.0000000071918749
E01000042,E01000042,Barking and Dagenham 017B,1.0000000305035934,True,1.0000000305035934
E01000043,E01000043,Barking and Dagenham 019B,0.6872129178732383,True,0.37442581365682615
E01000044,E01000044,Barking and Dagenham 016D,0.9869899429117472,True,0.9739798951047202
E01000045,E01000045,Barking and Dagenham 017C,0.8193907735155179,True,0.6400726903561137
E01000046,E01000046,Barking and Dagenham 017D,0.999999281461732,True,0.9999985897857698
E01000048,E01034479,Barking and Dagenham 021B,0.9999999802284454,True,0.9999999802284454
E01000049,E01000049,Barking and Dagenham 021C,0.8167156470337169,True,0.6334312848653161
E01000050,E01000050,Barking and Dagenham 019C,0.9993997060611682,True,0.9987994407031564
E01000051,E01000051,Barking and Dagenham 021D,0.8501202438558813,True,0.7002404697854944
E01000052,E01000052,Barking and Dagenham 019D,0.9997801183102176,True,0.9995602400920912
E01000053,E01000053,Barking and Dagenham 020A,0.827057126419264,True,0.6541142135134214
E01000054,E01000054,Barking and Dagenham 018A,0.9999999669668984,True,0.9999999669668984
E01000055,E01000055,Barking and Dagenham 018B,0.9999999840568812,True,0.9999999840568812
E01000056,E01000056,Barking and Dagenham 018C,0.7826280773131776,True,0.5652561419743025
E01000057,E01000057,Barking and Dagenham 012A,1.000000013609995,True,1.000000013609995
E01000058,E01000058,Barking and Dagenham 018D,0.9999999821994228,True,0.9999999821994228
E01000059,E01000059,Barking and Dagenham 013C,0.9999999799924416,True,0.9999999799924416
E01000060,E01000060,Barking and Dagenham 006B,0.656602626619208,True,0.3132052542471434
E01000061,E01000061,Barking and Dagenham 006C,0.3471948029479748,False,-0.044351076264968814
E01000062,E01000062,Barking and Dagenham 006D,0.9999999668547892,True,0.9999999668547892
E01000063,E01000063,Barking and Dagenham 004A,0.9999999863067972,True,0.9999999863067972
E01000064,E01000064,Barking and Dagenham 006E,0.9999999791388228,True,0.9999999791388228
E01000065,E01000065,Barking and Dagenham 007A,1.0000000076317572,True,1.0000000076317572
E01000066,E01000066,Barking and Dagenham 011A,0.9601876209511346,True,0.9203752635294747
E01000067,E01000067,Barking and Dagenham 011B,0.9999999661328977,True,0.9999999661328977
E01000068,E01000068,Barking and Dagenham 016E,0.6508669825235947,True,0.30173397496392157
E01000069,E01000069,Barking and Dagenham 011C,0.9999999871276716,True,0.9999999871276716
E01000070,E01000070,Barking and Dagenham 011D,0.6969274850581217,True,0.39385498163142646
E01000071,E01000071,Barking and Dagenham 011E,0.999999961284232,True,0.999999961284232
E01000072,E01000072,Barking and Dagenham 017E,0.3884928354982744,False,-0.22301434455355085
E01000073,E01000073,Barking and Dagenham 012B,0.6147173348546937,True,0.2294346472313153
E01000074,E01000074,Barking and Dagenham 012C,0.9999999592154976,True,0.9999999592154976
E01000075,E01000075,Barking and Dagenham 012D,0.5812760129904618,True,0.16255201688708604
E01000076,E01000076,Barking and Dagenham 012E,1.000000015738284,True,1.000000015738284
E01000077,E01000077,Barking and Dagenham 008F,1.0000000446399575,True,1.0000000446399575
E01000078,E01000078,Barking and Dagenham 007B,0.9999999710113636,True,0.9999999710113636
E01000079,E01000079,Barking and Dagenham 009E,0.5960100269344136,True,0.19202005876806583
E01000080,E01000080,Barking and Dagenham 007C,0.7886465400121461,True,0.5772930959800271
E01000081,E01000081,Barking and Dagenham 007D,0.9999999615128896,True,0.9999999615128896
E01000082,E01000082,Barking and Dagenham 007E,0.9999999778726252,True,0.9999999778726252
E01000083,E01000083,Barking and Dagenham 007F,1.000000003954084,True,1.000000003954084
E01000084,E01000084,Barking and Dagenham 013D,0.9999999596593688,True,0.9999999596593688
E01000085,E01000085,Barking and Dagenham 013E,0.9999999486698768,True,0.9999999486698768
E01000086,E01000086,Barking and Dagenham 013F,0.9999999520141128,True,0.9999999520141128
E01000087,E01000087,Barking and Dagenham 020B,0.369454170952266,False,-0.2610916719468838
E01000088,E01000088,Barking and Dagenham 020C,0.8975560646598442,True,0.7951149051940217
E01000089,E01000089,Barking and Dagenham 020D,0.9074465965076643,True,0.841278828243439
E01000090,E01000090,Barking and Dagenham 020E,0.0697107927696035,False,-0.8474593857122797
E01000091,E01000091,Barking and Dagenham 022A,0.6968475420247425,True,0.39369507479286314
E01000092,E01034477,Barking and Dagenham 019E,0.0963197078213561,False,-0.5894266440160896
E01000093,E01000093,Barking and Dagenham 022B,0.7162253968941434,True,0.43245079991510765
E01000094,E01000094,Barking and Dagenham 022C,0.25737609173982,False,-0.196147438918648
E01000095,E01000095,Barking and Dagenham 018E,0.1055588078303914,False,-0.7161269570950559
E01000096,E01000096,Barking and Dagenham 022D,0.178802800312184,False,-0.35574791165157127
E01000097,E01000097,Barking and Dagenham 023C,0.992261383883668,True,0.9845227397952475
E01000098,E01000098,Barking and Dagenham 023D,1.000000032465604,True,1.000000032465604
E01000099,E01000099,Barking and Dagenham 023E,0.6384216153924565,True,0.27684320215907005
E01000100,E01000100,Barking and Dagenham 004B,1.000000032264731,True,1.000000032264731
E01000101,E01000101,Barking and Dagenham 004C,0.999999997254474,True,0.999999997254474
E01000102,E01000102,Barking and Dagenham 007G,0.99999997695385,True,0.99999997695385
E01000103,E01000103,Barking and Dagenham 014A,0.2788918932830614,False,-0.1554911037053643
E01000104,E01000104,Barking and Dagenham 014B,0.9824909730900028,True,0.9649819597067779
E01000105,E01000105,Barking and Dagenham 014C,0.925181145724418,True,0.8503623164981318
E01000106,E01000106,Barking and Dagenham 014D,0.9528562055408026,True,0.9057124220148706
E01000107,E01000107,Barking and Dagenham 010C,0.4741639450355584,False,-0.04119518257211813
E01000108,E01000108,Barking and Dagenham 010D,0.7945467298481885,True,0.6117165759982749
E01000109,E01034470,Barking and Dagenham 004D,0.7167957021001665,True,0.4335914348141301
E01000110,E01000110,Barking and Dagenham 002C,0.999133899539322,True,0.9982678289771678
E01000111,E01000111,Barking and Dagenham 002D,0.7894986370228587,True,0.5789972597073163
E01000112,E01000112,Barking and Dagenham 002E,0.5135739010041735,True,0.02714779616625257
E01000113,E01000113,Barking and Dagenham 002F,0.899346264844802,True,0.7986924815752349
E01000114,E01000114,Barking and Dagenham 004E,0.9413618910015508,True,0.8827238057288577
E01000115,E01000115,Barnet 009A,0.9677199684123664,True,0.9354399276166745
E01000116,E01000116,Barnet 009B,0.9618112206213644,True,0.9236224696290274
E01000117,E01000117,Barnet 010A,0.9272943852880468,True,0.854588750056332
E01000118,E01000118,Barnet 010B,0.9999999742632868,True,0.9999999742632868
E01000119,E01000119,Barnet 009C,0.9999999857236833,True,0.9999999857236833
E01000120,E01000120,Barnet 009D,1.000000005192467,True,1.000000005192467
E01000121,E01000121,Barnet 010C,0.9999999666570736,True,0.9999999666570736
E01000122,E01000122,Barnet 009E,0.9999999804196632,True,0.9999999804196632
E01000123,E01000123,Barnet 010D,0.999999960996009,True,0.999999960996009
E01000124,E01000124,Barnet 010E,0.9999999699340943,True,0.9999999699340943
E01000125,E01033914,Barnet 024A,1.000000008415921,True,1.000000008415921
E01000126,E01000126,Barnet 026A,0.9999999883822156,True,0.9999999883822156
E01000127,E01000127,Barnet 024B,1.0000000297661795,True,1.0000000297661795
E01000128,E01000128,Barnet 024C,0.9999999924739073,True,0.9999999924739073
E01000129,E01000129,Barnet 024D,0.9874832569278073,True,0.9749665205020754
E01000130,E01000130,Barnet 021A,0.9999999736451336,True,0.9999999736451336
E01000131,E01000131,Barnet 024E,0.9735144536029,True,0.9470288901745767
E01000132,E01000132,Barnet 021B,0.999999970364528,True,0.999999970364528
E01000133,E01000133,Barnet 021C,0.9999999764980864,True,0.9999999764980864
